Item Usinagem;Item Blank;Item Cliente;Material;Descrição do material;Qtd de MP;Centro;Portal;Torno;Qtd no WH;Centro;Portal;Torno;OP Firme;OP Planejada;Priorizar?
8.2155.02174.P01;7.2155.02605.P01;53882396#P01-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;43,8; -   ; 0,42 ; -   ;0; -   ; -   ; -   ;49;44;0
8.2155.02182.P01;7.2155.02606.P01;53890753#P01-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;8,9; 0,06 ; -   ; -   ;0; -   ; -   ; -   ;76;25;0
8.2155.02292.P02;7.2155.02617.P02;54042626#P02-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;41,3; 0,17 ; -   ; -   ;0; -   ; -   ; -   ;60;18;0
8.2155.02294.P03;7.2155.02618.P03;55128431#P03-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;41,3; 0,39 ; -   ; -   ;0; -   ; -   ; -   ;55;18;0
8.2155.02301.P03;7.2155.02619.P03;16654872F11_2#P03;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;24,3; -   ; 0,22 ; -   ;0; -   ; -   ; -   ;36;40;0
8.2155.02302.P01;7.2155.02620.P01;16937711F11_2#P01;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;24,2; -   ; 0,22 ; -   ;0; -   ; -   ; -   ;77;40;0
8.2155.02324.P02;7.2155.02153.P02;4821038#P02-300;5.0240.00030;TB RED TREF 25,40x4,60x6000 ASTM A513-5 1010/1020 CC;0,1; -   ; -   ; 0,02 ;0; -   ; -   ; -   ;169;0;0
8.2155.02352.P01;7.2155.02628.P01;16910847#P01-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;4,2; 0,12 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02353.P01;7.2155.02154.P01;11113727#P01-300;5.0320.00092;"BARRA TREF RED 2"" SAE 1020";0,1; -   ; -   ; 0,20 ;0; -   ; -   ; -   ;72;0;0
8.2155.02357.B01;7.2155.02629.B01;16933530#B01-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;3,2; 0,12 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02362.P02;7.2155.02630.P02;16942638#P02-CORTE;5.0101.00519;CH 09,50x1500x6000 LQ PR A1018 SS50/A572 GR50;217,2; -   ; 0,03 ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02369.P01;7.2155.02635.P01;16838964#P01-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;5,4; 0,10 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02443.P01;7.2155.02473.P01;54937057#P01-CORTE;5.0102.00263;CH 04,75x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);3,9; -   ; 0,75 ; -   ;0; -   ; -   ; -   ;8;2;0
8.2155.02443.P01;8.2155.02443.P01;54937058#P01;6.0113.00022.03;PORCA SOLDA M12 (1,75) CL 9 ZB (CONF. DES.);3,0; -   ; 0,75 ; -   ;0; -   ; -   ; -   ;8;2;0
8.2155.02443.P01;8.2155.02443.P01;54937058#P01;6.0113.00004.05;PORCA SOLDA M10 (1,5) CL 9 ZB (CONF. DES.);1,0; -   ; 0,75 ; -   ;0; -   ; -   ; -   ;8;2;0
8.2155.02503.P02;7.2155.02640.P02;53433703#P02-CORTE;5.0101.00579;CH 08,00x1800x2600 LQ PR A1018 SS50/A572 GR50;4,5; -   ; 0,26 ; -   ;0; -   ; -   ; -   ;7;0;0
8.2155.02503.P02;8.2155.02503.P02;53433703#P02;6.0113.00022.03;PORCA SOLDA M12 (1,75) CL 9 ZB (CONF. DES.);4,0; -   ; 0,26 ; -   ;0; -   ; -   ; -   ;7;0;0
8.2155.02503.P02;8.2155.02503.P02;53433703#P02;6.0113.00364.00;PORCA SOLDA M16 (2,0) CL 8 OL DIN 929;2,0; -   ; 0,26 ; -   ;0; -   ; -   ; -   ;7;0;0
8.2155.02520.P00;7.2155.02641.P00;14765608#P00-CORTE;5.0101.00371;CH 25,40x2100x6000 CG PR A572 GR50;2,5; -   ; -   ; -   ;0; -   ; -   ; -   ;477;180;0
8.2155.02522.P02;7.2155.02643.P02;14771227#P02-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;28,1; -   ; 0,13 ; -   ;0; -   ; -   ; -   ;26;24;0
8.2155.02523.P02;7.2155.02644.P02;14771228#P02-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;28,1; -   ; 0,13 ; -   ;0; -   ; -   ; -   ;41;32;0
8.2155.02524.P02;7.2155.02645.P02;14771229#P02-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;23,6; -   ; 0,12 ; -   ;0; -   ; -   ; -   ;40;24;0
8.2155.02525.P02;7.2155.02646.P02;14771230#P02-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;23,6; -   ; 0,12 ; -   ;0; -   ; -   ; -   ;48;16;0
8.2155.02529.P00;7.2155.02960.P00;14549735#P00-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;5,6; 0,10 ; -   ; -   ;4; 0,41 ; -   ; -   ;2;0;2
8.2155.02530.P02;7.2155.02650.P02;53646161#P02-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;33,9; -   ; 0,20 ; -   ;0; -   ; -   ; -   ;3;0;0
8.2155.02535.P02;7.2155.02651.P02;14771214#P02-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;32,7; -   ; 0,19 ; -   ;0; -   ; -   ; -   ;46;24;0
8.2155.02536.P02;7.2155.02652.P02;14771213#P02-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;32,7; -   ; 0,19 ; -   ;0; -   ; -   ; -   ;61;24;0
8.2155.02537.P02;7.2155.02653.P02;14771215#P02-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;27,0; -   ; 0,16 ; -   ;10; -   ; 1,64 ; -   ;65;24;10
8.2155.02538.P02;7.2155.02654.P02;14771216#P02-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;27,0; -   ; 0,16 ; -   ;0; -   ; -   ; -   ;60;24;0
8.2155.02540.P02;7.2155.02656.P02;14761894#P02-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;29,3; -   ; 0,39 ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02540.P02;8.2155.02540.P02;14761894#P02;6.0113.00022.03;PORCA SOLDA M12 (1,75) CL 9 ZB (CONF. DES.);4,0; -   ; 0,39 ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02547.P00;7.2155.02822.P00;14513643#P00-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;12,7; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02548.P00;7.2155.02861.P00;14513644#P00-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;12,7; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02549.P01;7.2155.02862.P01;14513645#P01-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;24,6; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02550.P01;7.2155.02863.P01;14513646#P01-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;24,6; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02551.P00;7.2155.02864.P00;14683036#P00-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;7,6; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02552.P00;7.2155.02865.P00;14683037#P00-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;7,6; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02553.P00;7.2155.02868.P00;14511564F11#P00;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;35,4; -   ; 0,14 ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02554.P00;7.2155.02869.P00;14511565F11#P00;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;35,4; -   ; 0,14 ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02555.P00;7.2155.02866.P00;14511568#P00-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;16,7; -   ; 0,08 ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02556.P00;7.2155.02867.P00;14511569#P00-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;16,7; 0,08 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02557.P00;7.2155.02934.P00;14511566#P00-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;30,0; 0,03 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02561.P01;7.2155.02680.P01;14552825#P01 - CORTE;5.0101.00514;CH 75,00x2000x6000 CG PR A572 GR50;12,8; 0,83 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02562.P01;7.2155.02681.P01;14683044#P01 - CORTE;5.0101.00514;CH 75,00x2000x6000 CG PR A572 GR50;13,5; 0,69 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02574.P02;7.2155.02873.P02;14511563#P02-CORTE;5.0101.00224;CH 16,00x2440x6000 CG PR A572 GR50;1317,4; -   ; 1,14 ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02577.P01;7.2155.02875.P01;14558308#P01-CORTE;5.0101.00593;CH 12,50x1800x4800 LQ PR A572 GR50;464,0; -   ; 0,75 ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02578.P00;7.2155.02876.P00;14560341#P00-CORTE;5.0101.00370;CH 31,50x2100x6000 CG PR A572 GR50;2,8; 0,12 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02580.P00;7.2155.02877.P00;14614229#P00-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);1,7; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02581.P00;7.2155.02882.P00;14683034F11#P00;5.0101.00224;CH 16,00x2440x6000 CG PR A572 GR50;453,3; -   ; 0,40 ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02609.P00;7.2155.02658.P00;14716654#P00-CORTE;5.0199.00621;CH 40,00x2500x6000 CG PR STRENX 700E;12,4; 0,18 ; -   ; -   ;0; -   ; -   ; -   ;3;23;0
8.2155.02632.P02;7.2155.02710.P02;54209902#P02-CORTE;5.0101.00224;CH 16,00x2440x6000 CG PR A572 GR50;20,0; 0,19 ; -   ; -   ;0; -   ; -   ; -   ;76;40;0
8.2155.02638.P01;7.2155.03124.P01;53186229#P01-CORTE;5.0101.00448;CH 40,00x2440x3000 CG PR A572 GR50;10,4; 0,31 ; -   ; -   ;0; -   ; -   ; -   ;69;45;0
8.2155.02639.P03;7.2155.02690.P03;55282953#P03 - CORTE;5.0101.00423;CH 20,00x2440x6000 CG PR A572 GR50;1,9; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;221;122;0
8.2155.02640.P03;7.2155.02689.P03;16944549#P03 - CORTE;5.0101.00370;CH 31,50x2100x6000 CG PR A572 GR50;2,9; 0,13 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02641.P04;7.2155.02688.P04;16944550#P04 - CORTE;5.0101.00370;CH 31,50x2100x6000 CG PR A572 GR50;2,1; 0,09 ; -   ; -   ;0; -   ; -   ; -   ;73;61;0
8.2155.02642.P03;7.2155.02711.P03;16947927#P03 - CORTE;5.0199.00800;CH 31,80x2500x6000 CG PR HARDOX 450;4,4; 0,26 ; -   ; -   ;0; -   ; -   ; -   ;87;32;0
8.2155.02644.P02;7.2155.02702.P02;53068054#P02-CORTE;5.0101.00370;CH 31,50x2100x6000 CG PR A572 GR50;5,0; 0,30 ; -   ; -   ;0; -   ; -   ; -   ;66;32;0
8.2155.02645.P02;7.2155.02911.P02;53068055#P02-CORTE;5.0101.00370;CH 31,50x2100x6000 CG PR A572 GR50;5,0; 0,34 ; -   ; -   ;0; -   ; -   ; -   ;84;48;0
8.2155.02647.P01;7.2155.02660.P01;54038933#P01-300;5.0230.00111;TB MEC LAM 177,80x117,80x6000 ST 52/VMEC 134 (NOM 175x126);0,1; -   ; -   ; 0,20 ;0; -   ; -   ; -   ;45;48;0
8.2155.02692.P02;7.2155.02662.P02;54313802F11#P02;5.0101.00344;CH 12,50x1500x4000 LQ PR A1018 SS50/A572 GR50;21,4; -   ; 0,12 ; -   ;0; -   ; -   ; -   ;124;61;0
8.2155.02694.P02;7.2155.02682.P02;54971800#P02 - CORTE;5.0199.00448;CH 30,00x2500x6000 CG PR STRENX 700E;26,4; 0,18 ; -   ; -   ;0; -   ; -   ; -   ;335;180;0
8.2155.02750.P02;7.2155.02928.P02;53427300#P02-CORTE;5.0101.00370;CH 31,50x2100x6000 CG PR A572 GR50;1,3; 0,19 ; -   ; -   ;0; -   ; -   ; -   ;81;0;0
8.2155.02750.P02;IPP 6000001;;6.0200.00387.00;CATALISADOR EPOXI P/ PRIMER 61590006.51 SHERWIN-WILLIAMS;0,0; 0,19 ; -   ; -   ;0; -   ; -   ; -   ;81;0;0
8.2155.02750.P02;IPP 6000001;;6.0200.00137.00;CATALISADOR PU P/ ACAB 61580008.51 SHERWIN-WILLIAMS;0,1; 0,19 ; -   ; -   ;0; -   ; -   ; -   ;81;0;0
8.2155.02751.P01;7.2155.02929.P01;11052500#P01-CORTE;5.0101.00423;CH 20,00x2440x6000 CG PR A572 GR50;0,6; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02752.P02;7.2155.02930.P02;162374203#P02-CORTE;5.0101.00344;CH 12,50x1500x4000 LQ PR A1018 SS50/A572 GR50;5,2; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02755.P06;7.2155.02933.P06;11194571#P06-CORTE;5.0101.00448;CH 40,00x2440x3000 CG PR A572 GR50;27,8; 0,50 ; -   ; -   ;0; -   ; -   ; -   ;97;31;0
8.2155.02756.P02;7.2155.02932.P02;16870071#P02-CORTE;5.0101.00423;CH 20,00x2440x6000 CG PR A572 GR50;4,9; 0,17 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02770.P03;7.2155.02980.P03;16347951#P03-CORTE;5.0101.00448;CH 40,00x2440x3000 CG PR A572 GR50;93,8; 0,71 ; -   ; -   ;0; -   ; -   ; -   ;2;8;0
8.2155.02774.P01;7.2155.02982.P01;53020051#P01-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;99,6; -   ; 0,47 ; -   ;0; -   ; -   ; -   ;8;3;0
8.2155.02776.P02;7.2155.02984.P02;53054233#P02-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;98,5; -   ; 0,47 ; -   ;0; -   ; -   ; -   ;15;3;0
8.2155.02780.P03;7.2155.02987.P03;53997391#P03-CORTE;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;29,5; -   ; -   ; -   ;0; -   ; -   ; -   ;19;0;0
8.2155.02786.P01;7.2155.02989.P01;16848649#P01-CORTE;5.0101.00371;CH 25,40x2100x6000 CG PR A572 GR50;4,4; -   ; -   ; -   ;0; -   ; -   ; -   ;19;5;0
8.2155.02794.P02;7.2155.02994.P02;15153622#P02-CORTE;5.0199.00448;CH 30,00x2500x6000 CG PR STRENX 700E;2,3; -   ; -   ; -   ;0; -   ; -   ; -   ;20;0;0
8.2155.02818.P03;7.2155.02998.P03;11130303#P03-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;0,3; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02820.P03;7.2155.03006.P03;53163551#P03-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;87,7; 0,60 ; -   ; -   ;0; -   ; -   ; -   ;7;0;0
8.2155.02821.P03;7.2155.03007.P03;15168166#P03-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;92,4; 0,66 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02822.P05;7.2155.03008.P05;11176513#P05-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;75,0; -   ; 0,36 ; -   ;0; -   ; -   ; -   ;1;0;0
8.2155.02823.P03;7.2155.03009.P03;53163825#P03-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;104,4; 0,70 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.2155.02824.P02;7.2155.03010.P02;54377979F11#P02-CORT;5.0199.00362;CH 25,00x2500x6000 CG PR SAR60 A;239,2; -   ; 0,25 ; -   ;0; -   ; -   ; -   ;5;0;0
8.2155.02828.P02;7.2155.03013.P02;54377877F11#P02-CORT;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;161,1; -   ; 0,27 ; -   ;0; -   ; -   ; -   ;6;0;0
8.2155.02838.P04;7.2155.03015.P04;16614339F11#P04-CORT;5.0101.00448;CH 40,00x2440x3000 CG PR A572 GR50;13,5; 0,17 ; -   ; -   ;0; -   ; -   ; -   ;17;0;0
8.2155.02839.P04;7.2155.03016.P04;16614485F11#P04-CORT;5.0101.00448;CH 40,00x2440x3000 CG PR A572 GR50;13,5; 0,17 ; -   ; -   ;0; -   ; -   ; -   ;8;3;0
8.2155.02856.P02;7.2155.03021.P02;53022676F11_2#P02;5.0101.00399.JD;CH 08,00x1500x4000 LQ PR A1018 SS50/A572 GR50;55,4; -   ; 0,14 ; -   ;0; -   ; -   ; -   ;116;0;0
8.2155.02857.P02;7.2155.03022.P02;53022675F11_2#P02;5.0101.00399.JD;CH 08,00x1500x4000 LQ PR A1018 SS50/A572 GR50;55,4; -   ; 0,16 ; -   ;0; -   ; -   ; -   ;90;30;0
8.2155.02869.P03;7.2155.03036.P03;54818450F11#P03-CORT;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;55,5; -   ; 0,25 ; -   ;0; -   ; -   ; -   ;8;6;0
8.2155.02870.P03;7.2155.03037.P03;54818451F11#P03-CORT;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;55,5; -   ; 0,25 ; -   ;0; -   ; -   ; -   ;3;6;0
8.2155.02871.P03;7.2155.03023.P03;53028078F11#P03-CORT;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;58,9; -   ; 0,25 ; -   ;2; -   ; 0,50 ; -   ;42;0;2
8.2155.02872.P03;7.2155.03024.P03;53028093F11#P03-CORT;5.0101.00427;CH 09,50x1500x4000 LQ PR A1018 SS50/A572 GR50;58,9; -   ; 0,25 ; -   ;0; -   ; -   ; -   ;0;5;0
8.2155.02878.P03;7.2155.03042.P03;15098888#P03-CORTE;5.0101.00223;CH 09,50x1500x3000 LQ PR A1018 SS50/A572 GR50;0,5; 0,04 ; -   ; -   ;0; -   ; -   ; -   ;10;0;0
8.2155.02884.P02;7.2155.03044.P02;55062450#P02-CORTE;5.0101.00371;CH 25,40x2100x6000 CG PR A572 GR50;320,6; -   ; 0,19 ; -   ;0; -   ; -   ; -   ;13;12;0
8.2155.02893.P05;7.2155.03045.P05;16954797F11#P05;5.0101.00224;CH 16,00x2440x6000 CG PR A572 GR50;123,5; -   ; 0,29 ; -   ;0; -   ; -   ; -   ;59;0;0
8.2155.02906.P03;7.2155.03047.P03;55000389F11#P03-CORT;5.0101.00399;CH 08,00x1500x4000 LQ PR A1018 SS50/A572 GR50;15,8; 0,10 ; -   ; -   ;4; 0,41 ; -   ; -   ;62;31;4
8.2155.02926.P04;7.2155.03050.P04;53567502#P04-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;5,7; 0,10 ; -   ; -   ;0; -   ; -   ; -   ;69;30;0
8.2155.02931.P03;7.2155.03054.P03;54162491#P03-CORTE;5.0101.00448;CH 40,00x2440x3000 CG PR A572 GR50;21,6; 0,50 ; -   ; -   ;0; -   ; -   ; -   ;136;60;0
8.2155.02951.P02;7.2155.03090.P02;53653372#P02-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;13,6; 0,17 ; -   ; -   ;0; -   ; -   ; -   ;86;60;0
8.2155.02954.P01;7.2155.03091.P01;54718419F11#P01-CORT;5.0101.00223;CH 09,50x1500x3000 LQ PR A1018 SS50/A572 GR50;10,9; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;71;0;0
8.2155.02955.P01;7.2155.03092.P01;54718420F11#P01-CORT;5.0101.00223;CH 09,50x1500x3000 LQ PR A1018 SS50/A572 GR50;10,9; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;3;45;0
8.2155.02980.B01;7.2155.03025.B01;54640906#B01-CORTE;5.0199.00821;CH 12,00x2500x6200 CG PR STRENX 700E;1,8; -   ; -   ; -   ;0; -   ; -   ; -   ;8;0;0
8.3558.00501.00;7.3558.03843.00;NP0002325249#00-CORT;5.0101.00514;CH 75,00x2000x6000 CG PR A572 GR50;16,3; 0,30 ; -   ; -   ;0; -   ; -   ; -   ;15;0;0
8.3558.00502.A;7.3558.03844.A;NP0002325248#A-CORTE;5.0102.00181;CH 63,50x1220x3000 CG PR ASTM A36;10,7; 0,55 ; -   ; -   ;0; -   ; -   ; -   ;30;0;0
8.3558.00503.00;7.3558.03931.00;NP0002325267#00-CORT;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);13,9; 0,16 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.3558.00636.00;7.3558.03932.00;2329219#00-CORTE;5.0102.00273;CH 03,00x1500x3000 LQ DO DC ASTM A36 e SS300/CIVIL300(CQ);2,2; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.3558.00636.00;IPP 6000074;;6.0200.00464.00;CATALISADOR PU  10002587 WEG;0,2; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.3558.00636.00;IPP 6000074;;6.0200.00470.00;DILUENTE PU  12295375 WEG;0,0; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.3558.00645.00;7.3558.03933.00;NP0002325164#00-CORT;5.0102.00332;CH 50,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);9,7; 0,20 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.3558.00646.00;7.3558.03934.00;NP0002325131#00-CORT;5.0102.00252;CH 37,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);29,5; 0,67 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.3558.00755.A;IPP 6000074;;6.0200.00464.00;CATALISADOR PU  10002587 WEG;0,2; -   ; -   ; -   ;0; -   ; -   ; -   ;177;96;0
8.3558.00755.A;IPP 6000074;;6.0200.00470.00;DILUENTE PU  12295375 WEG;0,0; -   ; -   ; -   ;0; -   ; -   ; -   ;177;96;0
8.5705.00088.E;8.5705.00088.E;CB01456231#E;IPP 6000138;PINTURA ESMALTE LIQ AMARELO F9H;0,1; -   ; -   ; -   ;0; -   ; -   ; -   ;635;0;0
8.5705.00088.E;IPP 6000138;;6.0200.00417.00;CATALISADOR EPOXI  62540133 VALSPAR/ISOCOAT;0,0; -   ; -   ; -   ;0; -   ; -   ; -   ;635;0;0
8.5705.00088.E;IPP 6000138;;6.0200.00418.00;DILUENTE EPOXI  61600022 VALSPAR/ISOCOAT;0,0; -   ; -   ; -   ;0; -   ; -   ; -   ;635;0;0
8.5705.00088.E;IPP 6000138;;6.0200.00414.00;CATALISADOR PU  62520132 VALSPAR/ISOCOAT;0,1; -   ; -   ; -   ;0; -   ; -   ; -   ;635;0;0
8.5705.00088.E;IPP 6000138;;6.0200.00415.00;DILUENTE PU 61600023 VALSPAR/ISOCOAT ACABAMENTO;0,0; -   ; -   ; -   ;0; -   ; -   ; -   ;635;0;0
8.5705.00088.E;7.5705.01291.E;CB01456231#E-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;3,5; -   ; -   ; -   ;0; -   ; -   ; -   ;635;0;0
8.5705.00560.B;7.5705.01334.B;CB01433993#B-300;5.0300.00192;"FC 1/8""x1 1/2"" ASTM A36";0,1; -   ; -   ; -   ;0; -   ; -   ; -   ;4;0;0
8.5705.00627.G;7.5705.01294.G;CB01423961#G-CORTE;5.0199.00799;CH 06,00x1500x5800 LQ PR HARDOX 450;1,9; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.5705.00628.H;7.5705.01295.H;CB01439640#H-CORTE;5.0199.00799;CH 06,00x1500x5800 LQ PR HARDOX 450;2,9; -   ; -   ; -   ;0; -   ; -   ; -   ;26;0;0
8.5705.00629.H;7.5705.01296.H;CB01439641#H-CORTE;5.0199.00799;CH 06,00x1500x5800 LQ PR HARDOX 450;3,2; -   ; -   ; -   ;0; -   ; -   ; -   ;23;0;0
8.5705.00630.J;7.5705.01297.J;CB01445087#J-CORTE;5.0199.00799;CH 06,00x1500x5800 LQ PR HARDOX 450;2,9; -   ; -   ; -   ;0; -   ; -   ; -   ;66;0;0
8.5705.00631.L;7.5705.01298.L;CB01445088#L-CORTE;5.0199.00799;CH 06,00x1500x5800 LQ PR HARDOX 450;2,5; -   ; -   ; -   ;0; -   ; -   ; -   ;87;0;0
8.5705.00632.L;7.5705.01299.L;CB01445622#L-CORTE;5.0199.00799;CH 06,00x1500x5800 LQ PR HARDOX 450;1,2; -   ; -   ; -   ;0; -   ; -   ; -   ;5;0;0
8.5705.00634.E;7.5705.01300.E;CB01479032#E-CORTE;5.0199.00799;CH 06,00x1500x5800 LQ PR HARDOX 450;2,0; -   ; -   ; -   ;0; -   ; -   ; -   ;101;0;0
8.5705.00694.H;7.5705.01330.H;CB01423968#H-CORTE;5.0199.00799;CH 06,00x1500x5800 LQ PR HARDOX 450;3,9; -   ; -   ; -   ;0; -   ; -   ; -   ;3;0;0
8.5705.00712.D;7.5705.01331.D;#CB01423915#D-CORTE;5.0199.00799;CH 06,00x1500x5800 LQ PR HARDOX 450;2,2; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
8.5705.00956.A;7.5705.01301.A;N318293#A-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;0,4; -   ; -   ; -   ;9; -   ; -   ; -   ;0;0;0
8.5705.01014.G;7.5705.01302.G;CXT14133#G-CORTE;5.0101.00211;CH 37,50x2440x6000 CG PR A572 GR50;4,2; 0,12 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
